时间	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量
2021/2/21	7.399	54.828	12.6648	26.828	2.2276	17.024	4.33407	20	9.5463	25.173	8.7408	23.559
2021/2/22	37.77488	5.726	10.554	29.742	9.22	15.893	5.00085	15	21.1662	1.193	4.6824	13.166
2021/2/23	6.342	61.144	11.102	2.675	2.4454	22.173	4.464	3.569	9.5463	12.581	8.7408	13.952
2021/2/24	6.342	33.346	10.554	37.166	9.22	22.367	4.464	3.769	9.5463	12.151	6.5556	21.386
2021/2/25	5.509	22.129	10.554	37.611	6.7686	27.714	4.33407	35	8.4856	25.743	6.5556	26.306
2021/2/26	6.6108	44.189	10.554	33.812	9.4808	9.013	24.1544	20.508	8.4856	15.152	8.7408	35.142
2021/2/27	6.342	78.375	10.554	31.688	6.7686	50.507	5.58	9.518	8.4856	15.378	9.8334	42.927
2021/2/28	6.6108	57.701	10.554	29.552	6.9366	5.203	5.58	8.374	8.4856	16.493	7.0236	22.994
2021/3/1	5.9192	37.047	11.06919	5	6.9366	4.147	18.2112	17.563	8.4856	18.348	7.0236	13.88
2021/3/2	31.06928	5.466	10.554	21.406	6.8658	20.254	18.2112	16.808	8.4856	13.285	9.8334	28.836
2021/3/3	5.285	22.575	10.554	7.757	6.915	36.257	18.2112	10.535	8.4856	10.367	10.48896	12.581
2021/3/4	4.228	72.44	11.06919	10	7.6704	2.976	6.696	8.764	8.4856	14.565	8.1942	9.513
2021/3/5	4.228	63.547	10.554	18.138	3.69852	11.866	10.505	4.86	8.4856	20.454	10.48896	19.505
2021/3/6	4.8622	97.965	10.554	26.735	18.9632	7.347	15.9348	33.633	8.4856	33.851	8.1942	34.67
2021/3/7	21.77802	1.823	10.554	26.889	9.096	5.025	4.33407	20	9.5463	22.096	10.48896	34.448
2021/3/8	6.6108	22.542	10.554	23.921	20.4516	3.811	6.696	10.553	9.5463	17.239	7.0236	31.896
2021/3/9	5.285	34.903	8.4432	32.608	6.915	22.308	2.2226	88	9.5463	16.002	9.8334	12.398
2021/3/10	5.285	30.263	8.4432	24.891	11.37	3.709	18.2112	13.865	8.4856	14.012	9.8334	10.802
2021/3/11	5.285	27.87	14.42349	5	6.7686	20.822	10.505	3.489	9.5463	12.295	9.3648	18.898
2021/3/12	4.228	72.119	14.42349	2	14.0658	4.592	24.1544	12.899	9.5463	19.835	9.8334	17.348
2021/3/13	22.12848	9.418	10.554	31.086	6.04632	12	18.2112	18.924	9.5463	22.085	10.926	18.476
2021/3/14	4.228	89.007	10.554	21.295	6.7686	22.041	8.41903	10	9.5463	14.122	10.926	23.658
2021/3/15	22.12848	1.98	10.554	17.597	9.2488	4.286	6.2058	5.333	8.4856	12.079	10.926	16.439
2021/3/16	4.228	56.788	10.554	15.772	4.3512	9.624	6.696	3.345	8.4856	11.655	10.926	10.865
2021/3/17	4.228	50.584	10.554	14.53	6.31736	13.372	6.2058	7.444	8.4856	17.232	10.926	20.628
2021/3/18	4.8622	50.86	10.554	15.852	4.3512	8.946	20.4876	10.341	8.4856	10.767	10.926	12.03
2021/3/19	4.8622	41.273	10.554	23.292	7.1112	9.668	20.4876	20.484	8.4856	14.775	7.0236	28.332
2021/3/20	4.8622	81.981	10.554	25.584	3.99672	10	6.2058	9.551	8.4856	14.713	7.0236	13.563
2021/3/21	4.8622	83.79	10.554	29.423	6.31736	32.805	6.2058	9.517	8.4856	14.586	10.926	16.303
2021/3/22	4.228	51.26	10.554	6.352	14.0658	3.843	4.33407	6	8.4856	9.626	10.926	13.896
2021/3/23	7.7126	11.333	10.554	10.069	4.8908	33.292	6.2058	4.498	8.4856	16.342	9.3648	13.86
2021/3/24	5.9192	28.033	10.554	10.682	6.915	16.338	5.44537	1	8.4856	12.718	9.3648	16.664
2021/3/25	12.936	2.289	10.554	11.403	6.915	24.35	4.33407	6	8.4856	9.45	10.926	10.587
2021/3/26	6.342	42.361	10.554	26.647	5.439	15.198	22.33044	3.083	8.4856	17.447	12.0186	20.66
2021/3/27	12.936	4.519	10.554	23.569	11.852	15.81	20.4876	15.061	10.501	1.624	10.926	26.456
2021/3/28	6.342	53.165	10.554	24.58	17.3472	5.157	18.2112	10.408	8.4856	16.33	9.3648	22.995
2021/3/29	6.342	44.902	10.554	8.999	8.2957	8.068	18.2112	10.886	8.4856	12.771	9.3648	35.063
2021/3/30	6.342	37.043	10.554	8.619	6.915	20.653	6.696	2.492	8.4856	17.599	12.0186	17.846
2021/3/31	6.342	43.48	10.554	6.494	6.7686	16.792	18.2112	9.11	8.4856	14.665	12.0186	14.42
2021/4/1	6.342	36.656	14.42349	7	5.926	11.063	18.2112	11.47	13.3128	4.859	9.3648	20.318
2021/4/2	6.342	51.559	14.42349	19	5.926	12.386	18.2112	16.922	8.4856	16.734	10.926	19.319
2021/4/3	6.342	62.915	8.4432	24.128	15.1788	4.973	5.44537	4	12.2034	4.844	7.0236	29.954
2021/4/4	6.342	66.277	8.4432	20.461	6.8658	15.751	5.1715	14.685	8.4856	15.766	10.926	34.189
2021/4/5	4.228	85.561	8.4432	21.845	22.42944	0.409	15.0682	1.209	8.4856	11.856	10.926	50.109
2021/4/6	4.228	26.808	10.554	3.457	6.8658	2.641	20.4876	4.222	8.4856	2.407	7.0236	6.974
2021/4/7	6.342	39.233	15.51	1.319	15.0626	6.272	13.1868	4.258	13.3128	3.155	10.926	15.592
2021/4/8	6.17008	12.151	10.554	7.355	8.2957	8.642	20.4876	8.431	6.3642	19.405	10.926	14.066
2021/4/9	5.9192	26.78	18.095	0.866	17.3472	4.652	8.404	1.542	10.607	12.007	8.7408	35.317
2021/4/10	27.31188	2.051	18.095	1.338	12.0564	5.544	11.16	6.514	13.3128	6.021	8.1942	21.748
2021/4/11	6.342	66.878	11.6094	15.993	6.04632	14	8.404	4.173	13.3128	3.147	7.0236	25.739
2021/4/12	6.342	15.82	10.554	3.056	6.9366	4.565	20.4876	4.951	11.094	2.685	4.6824	15.653
2021/4/13	6.342	32.195	10.554	4.519	6.9366	9.065	12.9156	1.336	11.094	1.715	4.6824	12.389
2021/4/14	6.342	28.417	10.554	11.253	7.959	4.069	20.4876	6.654	8.4856	12.971	4.21416	12.125
2021/4/15	6.342	26.874	14.42349	5	26.28948	2.529	5.1715	6.325	8.4008	1.09	9.8334	13.81
2021/4/16	5.9192	29.198	10.554	10.531	6.9366	9.844	20.4876	8.185	9.4509	2.139	4.21416	26.711
2021/4/17	5.9192	48.989	10.554	14.89	6.8658	21.943	18.2112	17.188	8.4856	11.493	3.74592	42.018
2021/4/18	8.8144	19.012	10.554	11.093	4.214	8.064	18.2112	11.905	9.4509	1.648	3.5118	24.972
2021/4/19	6.342	42.657	10.554	6.655	10.047	6.944	5.1715	9.484	8.4856	10.277	3.04356	15.078
2021/4/20	19.0548	1.38	10.554	10.332	17.3472	5.67	6.303	2.576	7.4249	5.229	8.7408	16.655
2021/4/21	8.8144	7.996	15.51	1.002	4.02968	16.568	18.2112	6.741	6.3642	17.128	8.7408	19.398
2021/4/22	19.0548	1.614	10.554	10.311	2.3136	12.077	6.303	2.425	7.04286	4.149	3.04356	22.519
2021/4/23	6.342	26.595	10.554	9.17	4.02968	11.747	6.303	3.68	8.8752	5.628	3.04356	19.458
2021/4/24	8.8144	29.035	10.554	15.544	8.0675	21.953	20.4876	18.148	6.3642	20.487	3.04356	34.922
2021/4/25	6.342	35.924	10.554	10.923	7.8967	10.963	20.4876	6.926	9.9846	7.864	4.15188	65.618
2021/4/26	15.3986	1.674	10.554	9.751	5.681	21.104	20.4876	6.525	7.4249	6.547	4.3704	28.466
2021/4/27	6.342	33.231	10.554	8.81	6.915	12.627	20.4876	6.564	7.4249	24.045	4.3704	19.977
2021/4/28	6.342	30.578	10.554	5.982	7.1106	4.6	20.4876	8.253	11.094	8.969	6.11856	14.877
2021/4/29	6.342	36.559	15.51	2.254	6.9366	8.78	20.4876	6.146	6.3642	7.056	3.04356	17.637
2021/4/30	6.342	28.011	10.554	12.828	2.2398	19.906	8.404	2.707	11.094	7.725	3.04356	16.783
2021/5/1	15.092	5.48	10.554	16.864	13.0104	5.852	20.4876	14.534	11.094	5.042	6.5556	35.273
2021/5/2	7.399	48.895	10.554	15.502	7.9534	19.446	22.33044	3.697	6.3642	14.016	6.5556	25.303
2021/5/3	8.456	53.554	10.554	17.666	7.1112	8.262	3.22277	6	8.4856	13.046	6.5556	26.405
2021/5/4	8.456	22.129	10.554	7.656	7.1106	7.894	5.1715	6.87	11.094	4.461	6.5556	19.199
2021/5/5	8.456	37.902	15.51	2.765	5.926	23.987	22.33044	3.394	8.4856	8.771	6.5556	18.227
2021/5/6	6.342	52.619	15.51	1.203	2.2398	8.438	8.404	3.234	6.3006	4.816	6.5556	20.42
2021/5/7	6.342	53.632	10.554	4.399	5.926	13.977	5.1715	6.127	6.3006	5.77	5.853	11.329
2021/5/8	6.342	42.365	10.554	8.86	2.0878	6.771	18.2112	8.228	8.4856	17.271	5.853	13.456
2021/5/9	20.96028	3.405	10.554	11.465	17.2144	6.1	20.4876	11.757	7.4249	16.763	6.5556	22.037
2021/5/10	4.228	41.488	10.554	3.507	2.3136	8.033	20.4876	8.621	6.3006	5.804	6.5556	15.603
2021/5/11	20.96028	0.814	22.42531	3	2.3136	13.59	22.33044	3.453	5.3035	14.778	6.5556	15.537
2021/5/12	20.96028	3.403	22.42531	1	2.0878	19.955	5.22193	4	11.094	2.104	5.853	6.809
2021/5/13	11.176	2.042	12.925	5.264	4.7408	14.548	8.404	3.784	5.3035	10.12	5.853	6.084
2021/5/14	3.8052	26.736	10.554	8.277	2.0878	7.376	6.2058	7.009	4.83046	5.982	5.853	20.444
2021/5/15	8.8144	31.904	12.925	2.246	8.6736	12.195	20.4876	13.864	5.3035	17.349	7.6482	23.772
2021/5/16	8.8144	34.519	12.925	1.323	2.71414	6.125	6.2058	7.528	4.83046	1.179	8.7408	31.318
2021/5/17	3.8052	61.15	12.925	1.233	2.71414	27.251	6.2058	7.458	5.3035	16.001	8.7408	12.345
2021/5/18	12.936	2.954	12.925	2.817	8.2957	4.285	20.4876	7.475	5.3035	14.116	5.853	9.579
2021/5/19	3.3824	50.797	12.925	5.817	4.02968	10.71	13.1868	2.063	4.83046	5.305	5.853	10.747
2021/5/20	4.228	40.383	10.554	2.507	5.7215	5.663	20.4876	7.64	5.3035	14.238	5.853	9.018
2021/5/21	12.936	4.377	12.925	1.162	1.71178	14.131	20.4876	13.343	6.3642	15.636	7.0236	11.154
2021/5/22	3.5938	67.247	12.925	1.414	2.91174	7.636	22.33044	3.081	7.4249	13.584	8.7408	27.996
2021/5/23	3.5938	103.061	12.925	5.033	6.8172	18.964	20.4876	12.906	11.094	8.478	8.89656	18.536
2021/5/24	7.7126	10.76	10.554	3.057	5.3805	3.573	20.4876	8.031	7.4249	15.618	8.1942	24.63
2021/5/25	20.96028	2.178	10.554	3.979	8.6736	8.147	20.4876	7.118	11.094	3.608	8.7408	17.861
2021/5/26	3.8052	37.237	12.925	1.834	4.02968	17.898	13.1868	1.369	11.094	0.972	8.7408	21.801
2021/5/27	3.8052	4.303	12.925	1.895	4.02968	15.858	6.2058	5.437	6.3642	12.273	8.1942	16.202
2021/5/28	12.936	3.364	12.925	2.677	5.3805	2.89	2.72125	1	6.3642	11.708	8.7408	28.335
2021/5/29	3.3824	78.189	10.554	6.422	4.7408	15.854	9.4545	5.569	6.3642	13.598	6.5556	39.801
2021/5/30	20.96028	1.866	12.925	1.894	4.7408	16.709	20.4876	11.177	4.2004	2.436	5.853	13.454
2021/5/31	4.4072	14.699	12.925	3.43	2.4454	23.387	22.33044	3.779	4.2004	11.844	7.6482	26.674
2021/6/1	10.673	0.64	12.925	4.009	6.8658	4.249	4.79565	3	4.2004	16.32	8.7408	26.07
2021/6/2	2.114	72.251	12.925	6.436	4.5448	33.647	5.1715	7.171	6.4026	4.08	7.0236	25.405
2021/6/3	11.176	3.556	12.925	6.378	3.86308	23.671	20.4876	9.961	6.3642	5.535	8.7408	22.216
2021/6/4	6.17008	17.19	12.6648	8.048	2.91174	6.937	5.50858	1	6.3642	8.446	7.0236	11.069
2021/6/5	6.17008	21.457	12.925	8.933	6.6384	4.582	22.33044	7.346	2.73026	4.651	7.0236	18.064
2021/6/6	11.176	3.767	12.925	1.473	3.86308	28.699	22.33044	6.576	2.73026	2.132	7.0236	17.426
2021/6/7	2.7482	37.447	12.925	5.372	5.6405	14.016	20.4876	7.639	2.73026	16.201	7.0236	8.781
2021/6/8	2.7482	30.431	12.925	5.285	3.86308	21.45	22.33044	4.257	9.9846	1.381	7.0236	13.446
2021/6/9	6.6108	15.756	10.34	3.746	6.915	18.78	5.1715	4.379	6.3642	9.548	9.8334	15.913
2021/6/10	6.6108	18.898	10.34	6.303	3.63584	20.319	4.79565	6	2.73026	9.226	8.1942	10.517
2021/6/11	10.78	3.087	10.34	3.261	9.22	24.94	5.1715	4.019	2.1002	12.832	10.926	9.66
2021/6/12	6.6108	27.827	10.34	5.689	9.22	35.363	18.2112	32.429	2.1002	7.528	8.7408	36.725
2021/6/13	2.9596	44.308	10.34	4.613	3.63584	41.035	18.2112	46.743	2.1002	15.055	7.0236	10.888
2021/6/14	6.6108	17.273	49.3719	1.887	9.22	27.023	1.55582	4	6.3642	15.434	8.7408	54.423
2021/6/15	6.6108	19.533	10.34	4.386	4.3368	20.003	6.696	1.372	2.1002	5.002	10.926	26.961
2021/6/16	2.9596	26.134	10.34	3.909	4.3368	16.203	20.4876	6.748	2.1002	7.527	10.926	8.256
2021/6/17	7.7126	11.182	10.34	6.114	4.3368	14.551	20.4876	9.607	6.3642	19.633	10.926	37.907
2021/6/18	2.9596	22.607	10.34	3.284	3.93312	5.77	20.4876	9.642	2.1002	4.092	10.926	17.662
2021/6/19	15.3986	1.712	10.34	4.612	4.3368	22.159	15.2586	1.366	2.1002	9.347	10.926	26.944
2021/6/20	3.171	47.558	49.3719	2.428	2.95412	26.783	13.1868	1.419	6.3642	45.989	8.1942	20.389
2021/6/21	3.171	31.343	10.34	5.176	9.22	27.224	20.4876	9.138	2.1002	7.73	9.3648	24.302
2021/6/22	5.509	12.348	10.34	8.698	8.0927	9.598	2.2226	6	6.3642	21.121	9.3648	12.97
2021/6/23	5.509	6.387	10.34	7.898	3.5556	9.965	3.22277	4	2.1002	10.811	9.3648	32.67
2021/6/24	11.176	2.294	49.3719	1.028	4.3368	14.22	5.1715	6.022	2.73026	7.518	10.926	17.365
2021/6/25	6.4038	2.14	10.34	7.471	3.93312	5.089	20.4876	9.943	6.4026	0.435	9.3648	21.467
2021/6/26	3.5938	43.285	10.34	10.501	3.93312	7.16	18.2112	15.975	2.73026	13.178	10.926	52.509
2021/6/27	6.4038	2.91	24.5619	3.537	13.0361	7.588	18.2112	22.564	7.4249	25.737	10.926	35.765
2021/6/28	3.5938	24.703	10.34	5.176	4.7408	8.217	18.2112	9.801	7.4249	13.068	9.3648	14.714
2021/6/29	3.5938	17.987	10.34	6.694	3.93312	5.593	18.2112	6.717	2.1002	7.328	10.926	22.756
2021/6/30	7.546	3.713	10.34	3.497	9.22	27.733	13.1868	1.228	2.1002	10.003	9.3648	10.613
2021/7/1	3.8052	28.081	32.0049	1.058	4.5448	15.129	20.4876	8.782	7.4249	11.809	10.926	20.769
2021/7/2	7.546	3.34	10.34	6.043	8.0101	6.564	20.4876	8.162	6.4026	2.676	8.1942	6.016
2021/7/3	8.8144	20.293	16.8864	7.869	6.9366	4.8	20.4876	25.644	2.1002	14.854	10.926	34.266
2021/7/4	6.4032	1.606	10.34	5.026	7.07112	7	20.4876	13.892	2.1002	10.307	7.0236	14.784
2021/7/5	4.228	17.064	10.34	4.374	6.7686	17.058	4.79565	5	2.1002	9.952	7.0236	32.497
2021/7/6	4.228	15.028	10.34	5.427	4.3044	6.76	22.53636	11.983	6.3642	24.751	7.0236	13.744
2021/7/7	4.228	14.549	16.8864	4.587	11.851	3.93	33.60844	3.345	4.276	9.573	10.926	26.155
2021/7/8	4.228	19.599	10.34	2.481	6.822	9.365	6.2058	7.357	6.3642	10.786	10.926	27.963
2021/7/9	15.3986	0.852	10.34	1.291	8.0101	6.606	15.2586	1.439	4.276	10.276	10.926	16.805
2021/7/10	11.176	2.915	10.34	4.612	16.1014	4.055	22.53636	7.841	4.276	18.746	8.1942	21.477
2021/7/11	5.285	18.538	16.8864	7.69	8.0101	8.969	22.53636	5.948	4.276	23.821	8.1942	46.206
2021/7/12	6.342	28.381	21.70278	2.374	8.0101	1.906	3.22277	4	4.276	3.468	8.7408	22.989
2021/7/13	8.9408	3.572	21.70278	1.061	6.9366	14.736	33.60844	1.991	6.3642	19.233	8.7408	35.768
2021/7/14	6.342	19.414	10.34	2.671	6.915	40.014	8.404	5.415	6.3642	7.158	8.7408	18.288
2021/7/15	16.9376	2.028	16.8864	3.191	6.822	7.86	3.85105	2	5.345	8.715	8.7408	16.427
2021/7/16	11.176	2.487	14.7756	7.924	4.5448	29.1	8.404	3.975	6.3642	31.006	8.7408	24.502
2021/7/17	6.342	37.842	14.7756	13.548	9.22	54.115	22.53636	12.101	4.2004	3.97	8.1942	41.906
2021/7/18	14.8204	4.087	16.8864	14.795	3.2283	16.849	15.3846	1.36	5.345	9.738	8.1942	27.638
2021/7/19	6.342	22.758	10.34	2.732	3.79264	4.624	22.53636	10.549	4.2004	3.316	8.1942	9.141
2021/7/20	11.176	2.293	10.34	1.968	6.9408	4.515	22.53636	8.112	4.2004	2.865	8.7408	38.166
2021/7/21	10.673	1.362	10.34	1.328	11.851	7.282	8.404	2.769	6.4026	1.338	8.7408	41.321
2021/7/22	6.342	41.893	14.7756	14.568	5.6405	9.316	8.404	3.897	7.483	5.603	8.7408	26.591
2021/7/23	6.342	23.846	12.6648	11.554	9.22	43.756	22.53636	8.748	10.607	11.135	9.8334	19.468
2021/7/24	6.342	53.437	10.34	3.522	6.9366	15.036	3.15665	2	6.414	15.818	8.1942	20.861
2021/7/25	6.1306	41.309	12.6648	21.671	21.08764	6.992	8.404	6.421	6.414	4.295	10.926	45.1
2021/7/26	6.1306	31.341	10.34	1.67	6.7686	13.31	15.2586	2.329	8.5368	0.389	10.926	10.898
2021/7/27	6.1306	31.935	12.45372	26.208	3.4086	20.674	26.86152	8.817	7.483	7.415	7.0236	16.076
2021/7/28	6.1306	40.612	12.45372	26.498	8.759	48.187	26.86152	8.15	7.483	1.38	10.926	42.486
2021/7/29	8.5384	0.264	10.34	2.639	8.759	54.444	26.86152	6.5	8.4008	3.405	10.926	20.37
2021/7/30	12.7032	2.351	12.45372	16.534	18.9616	9.7	6.2058	1.611	4.276	16.795	9.3648	11.76
2021/7/31	8.456	32.234	12.6648	15.472	6.5658	23.776	33.38288	1.632	10.607	13.355	10.926	37.355
2021/8/1	7.399	50.329	34.2378	2.653	4.3368	15.51	29.36556	10.571	3.8484	6.209	9.8334	66.798
2021/8/2	7.399	50.687	10.554	20.946	4.7408	7.173	6.2058	6.593	6.414	13.343	9.8334	24.162
2021/8/3	10.586	4.042	10.554	23.8	6.5658	28.592	29.36556	15.325	8.4856	35.605	9.8334	20.34
2021/8/4	7.399	59.703	12.925	1.497	9.22	53.85	8.404	6.959	6.414	15.721	9.8334	13.865
2021/8/5	7.399	38.821	12.6648	13.541	3.2283	2.668	15.2586	2.394	8.4856	9.02	10.5354	4.61
2021/8/6	15.3986	1.189	12.6648	18.553	6.9408	8.446	29.36556	12.529	6.414	11.329	10.926	26.727
2021/8/7	6.6108	4.262	12.925	2.54	8.8512	6.923	8.404	8.443	12.8052	1.622	10.926	40.416
2021/8/8	6.342	33.754	10.554	21.095	27.25056	4.806	15.2586	2.187	5.345	9.434	10.926	50.406
2021/8/9	6.6108	6.796	10.554	17.391	7.8967	40.591	26.86152	12.084	8.4008	4.774	10.926	56.607
2021/8/10	5.285	42.506	15.51	3.269	10.3725	31.937	33.38288	1.903	5.345	7.298	10.926	9.983
2021/8/11	5.285	35.612	10.554	18.739	7.8967	37.624	26.86152	10.765	12.7284	13.303	10.926	1.054
2021/8/12	6.342	58.938	8.4432	26.478	6.12808	50.81	26.86152	14.868	5.345	19.7	11.706	9.858
2021/8/13	6.342	53.085	8.4432	37.722	4.7408	12.552	26.86152	10.073	9.4509	12.386	10.926	3.504
2021/8/14	12.7032	5.195	8.4432	27.112	9.096	12.124	26.86152	29.351	4.276	16.19	10.926	16.528
2021/8/15	12.7032	5.688	12.925	3.453	7.8967	35.107	8.2744	11.067	4.276	16.543	10.926	8.103
2021/8/16	7.399	27.723	8.4432	48.033	4.5448	10.229	8.2744	2.876	5.345	11.898	10.926	6.045
2021/8/17	7.399	37.682	8.4432	52.568	7.8967	33.898	3.22277	10	5.345	11.676	10.926	9.498
2021/8/18	13.4112	2.861	8.4432	50.778	6.9408	9.431	15.2586	4.185	8.4856	11.116	9.3648	1.567
2021/8/19	6.342	33.514	8.4432	26.026	18.9616	6.975	26.86152	8.826	6.414	12.401	10.926	8.906
2021/8/20	6.342	31.483	15.51	3.252	7.6601	23.636	10.505	6.177	10.607	16.651	9.3648	42.565
2021/8/21	10.586	4.828	15.51	4.408	9.1544	10.579	26.86152	34.37	8.4856	4.748	9.3648	28.566
2021/8/22	13.9596	2.525	10.554	46.269	10.3725	39.065	26.86152	30.446	6.414	9.515	10.926	1.546
2021/8/23	8.8144	1.407	15.51	1.296	4.3368	7.804	26.86152	9.215	8.4008	4.222	10.926	4.509
2021/8/24	4.228	35.236	15.51	3.562	7.1112	7.115	29.09724	2.269	7.483	5.991	10.926	9.207
2021/8/25	6.7056	3.072	8.4432	33.156	9.1544	14.007	26.86152	7.959	6.3642	14.685	10.926	1.486
2021/8/26	4.228	36.27	8.4432	60.592	8.0976	6.222	3.22277	6	7.4249	18.435	10.926	4.789
2021/8/27	4.228	44.934	8.4432	54.271	9.22	30.729	10.505	9.448	6.3642	21.884	9.3648	16.726
2021/8/28	4.228	41.349	15.51	4.098	9.1544	15.415	24.58512	12.308	6.3642	17.454	9.3648	19.348
2021/8/29	4.228	57.434	8.4432	52.591	9.22	35.831	24.58512	14.71	9.621	17.995	9.3648	42.596
2021/8/30	4.228	41.602	8.4432	39.724	9.1544	12.296	17.4384	1.129	7.4249	28.11	9.3648	40.697
2021/8/31	7.27188	7.452	8.4432	29.864	10.4112	13.918	8.2744	8.617	7.4249	27.659	9.3648	41.754
2021/9/1	6.342	26.445	6.3324	45.309	16.5914	3.833	24.58512	7.875	10.69	7.509	10.926	8.003
2021/9/2	6.342	24.285	8.4432	44.626	7.6601	14.241	24.58512	8.285	8.4856	9.374	13.1112	27.869
2021/9/3	6.342	21.919	6.3324	52.492	6.915	24.421	17.5824	1.66	8.4856	7.877	13.1112	24.967
2021/9/4	19.7982	1.722	6.3324	65.33	6.915	40.596	10.505	10.413	8.5368	2.337	13.1112	32.878
2021/9/5	13.0716	0.343	6.3324	57.516	5.421	5.788	26.86152	25.725	8.4856	15.744	13.1112	50.366
2021/9/6	10.78	1.317	8.4432	32.852	9.22	36.297	29.09724	3.026	10.501	4.187	10.926	34.751
2021/9/7	7.399	28.579	8.4432	33.657	11.033	7.643	10.505	6.044	8.4856	11.446	13.1112	23.172
2021/9/8	11.018	3.012	8.4432	37.852	11.033	8.125	17.4384	0.79	8.4856	10.841	10.926	15.183
2021/9/9	13.0452	1.681	8.4432	30.618	7.8967	25.809	24.58512	7.022	8.4856	6.847	10.926	13.592
2021/9/10	9.513	17.725	6.3324	34.614	11.033	4.027	26.86152	8.632	8.4856	4.749	10.926	24.651
2021/9/11	9.513	34.222	6.3324	53.462	10.1529	19.021	24.58512	11.874	8.4856	16.671	8.7408	17.337
2021/9/12	12.936	2.1	6.3324	48.443	11.033	7.623	10.505	10.464	8.4856	21.835	8.7408	32.063
2021/9/13	8.456	30.819	6.3324	29.502	6.9408	14.768	24.58512	10.33	7.4249	11.436	13.1112	11.356
2021/9/14	8.456	20.169	15.51	1.054	9.22	16.862	26.86152	10.097	7.4249	12.416	13.1112	10.777
2021/9/15	14.8204	1.39	6.96564	25.03	10.047	4.146	29.09724	1.912	8.552	10.088	13.1112	12.702
2021/9/16	9.513	12.133	6.96564	28.371	11.37	3.786	8.2744	4.234	6.3642	15.102	13.1112	9.283
2021/9/17	11.018	4.81	6.96564	25.992	8.8264	5.452	22.53636	7.663	6.3642	14.626	13.1112	13.163
2021/9/18	9.513	20.327	6.96564	28.292	12.0564	4.198	17.5824	2.037	6.3642	15.996	13.1112	35.325
2021/9/19	9.513	43.134	6.96564	57.488	6.5052	6.242	29.09724	2.837	6.3642	34.684	10.926	51.647
2021/9/20	9.513	48.36	6.96564	64.293	8.7544	28.605	29.09724	2.099	8.4008	5.955	10.926	69.076
2021/9/21	8.456	55.805	6.96564	78.36	5.2675	4.154	10.505	8.313	8.552	14.047	10.926	56.3
2021/9/22	8.456	29.296	11.06919	5	9.22	30.653	22.53636	6.523	6.3642	15.935	10.926	38.956
2021/9/23	8.456	27.009	15.51	1.044	8.7544	15.381	7.24676	3	6.3642	13.881	10.926	27.236
2021/9/24	22.96404	1.853	6.3324	22.144	9.22	26.949	17.5824	1.579	6.3642	7.229	8.7408	8.431
2021/9/25	8.456	52.072	6.3324	42.555	6.9408	10.874	10.505	5.636	6.3642	22.248	8.7408	46.058
2021/9/26	12.7032	3.334	6.3324	46.718	9.22	32.484	3.09256	10	7.4249	13.333	8.7408	2.299
2021/9/27	8.456	19.135	6.3324	42.001	14.2212	6.105	22.53636	5.762	8.4856	7.664	8.7408	4.863
2021/9/28	8.456	20.721	6.3324	33.224	6.9408	8.209	22.53636	6.671	8.4008	1.998	10.926	11.987
2021/9/29	7.7126	5.589	6.96564	35.829	10.627	4.92	3.09256	2	7.483	4.34	10.926	23.336
2021/9/30	17.5984	1.33	6.96564	37.14	8.5016	7.101	22.53636	9.234	8.4856	9.85	10.926	34.511
2021/10/1	10.78	5.472	6.96564	66.835	9.22	46.271	22.53636	32.638	8.4856	16.144	9.8334	56.82
2021/10/2	8.8144	6.206	6.96564	57.212	6.9366	13.895	22.53636	21.088	7.483	9.627	9.8334	40.392
2021/10/3	12.7032	1.58	6.96564	49.978	5.784	9.476	22.53636	18.27	8.4008	5.264	9.8334	41.672
2021/10/4	4.228	42.81	6.96564	37.196	8.8264	5.956	22.53636	16.497	8.552	8.242	10.926	39.913
2021/10/5	6.4032	1.577	8.4432	48.897	8.2964	8.076	22.53636	9.009	9.621	7.614	10.926	51.134
2021/10/6	4.228	53.288	6.96564	49.424	9.22	45.571	20.03232	30.381	8.552	8.077	10.926	41.573
2021/10/7	12.936	2.944	6.96564	50.918	8.8264	9.446	20.03232	22.794	10.607	11.034	13.1112	23.278
2021/10/8	13.4112	3.169	6.96564	36.344	5.6085	7.824	20.03232	25.062	10.69	7.868	15.2964	19.823
2021/10/9	4.228	46.116	6.96564	38.754	9.22	29.237	22.53636	12.34	10.607	9.511	15.2964	22.222
2021/10/10	4.228	78.857	6.96564	57.264	8.6088	7.853	22.53636	25.621	10.69	10.832	15.2964	40.329
2021/10/11	5.336	4.438	6.3324	43.296	14.0658	1.849	24.58512	3.96	10.607	6.055	10.926	4.407
2021/10/12	4.228	39.552	6.3324	29.286	6.3762	8.983	22.53636	10.428	10.607	5.049	13.1112	18.362
2021/10/13	4.228	30.462	6.3324	36.526	6.7302	5.168	3.09256	12	10.69	3.213	13.1112	16.528
2021/10/14	5.285	22.217	6.3324	37.562	21.30282	2.313	22.53636	13.438	10.607	5.834	13.1112	14.852
2021/10/15	6.342	28.463	11.06919	3	9.0248	12.714	22.53636	41.89	12.7284	8.586	15.2964	17.495
2021/10/16	13.2216	7.929	6.3324	49.105	6.6384	68.96	24.58512	22.514	12.6012	2.902	15.2964	36.28
